Page,title,topic,isbn,pages,year,online_access,format,editorial,ebook-price,hardcover-price,softcover-price,print-price,print-ebook-price,authors
39,Beginning Game AI with Unity,Game Development,978-1-4842-6354-9,"XIV, 143",2021,0,5,Apress,24.99,NA,34.99,NA,NA,"Cossu, S. M. (2021)"
39,Artificial Intelligence in Breast Cancer Early Detection and Diagnosis,Biomedical Engineering and Bioengineering,978-3-030-59207-3,"XII, 107",2021,0,5,Springer International Publishing,99.00,129.00,NA,NA,NA,"Shaikh, K., Krishnan, S., Thanki, R. (2021)"
39,Develop Intelligent iOS Apps with Swift,Apple and iOS,978-1-4842-6420-1,"XIII, 169",2021,0,5,Apress,24.99,NA,34.99,NA,NA,"Sahin, . (2021)"
39,New Dimensions of Information Warfare,Privacy,978-3-030-60617-6,"XV, 251",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Di Pietro, R., Raponi, S., Caprolu, M., Cresci, S. (2021)"
39,Biometric Identification Technologies Based on Modern Data Mining Methods,"Signal, Image and Speech Processing",978-3-030-48377-7,"X, 200",2021,0,5,Springer International Publishing,99.00,129.99,NA,NA,NA,"Bilan, S. (Ed), Elhoseny, M. (Ed), Hemanth, D. J. (Ed) (2021)"
39,"Informatics in Control, Automation and Robotics",Computational Intelligence,978-3-030-63192-5,"XVI, 193",2021,0,5,Springer International Publishing,219.00,279.99,NA,NA,NA,"Gusikhin, O. (Ed), Madani, K. (Ed), Zaytoon, J. (Ed) (2021)"
39,Practical Ansible,Web Development,978-1-4842-6484-3,"XVIII, 261",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Sesto, V. (2021)"
39,MATLAB Recipes for Earth Sciences,Quantitative Geology,978-3-030-38440-1,"XII, 517",2021,0,5,Springer International Publishing,59.99,79.99,NA,NA,NA,"Trauth, M. H. (2021)"
40,ICCCE 2020,Wireless and Mobile Communication,978-981-15-7960-8,"XVI, 1611",2021,0,5,Springer Singapore,189.00,249.99,NA,NA,NA,"Kumar, A. (Ed), Mozar, S. (Ed) (2021)"
40,Migrating a Two-Tier Application to Azure,Microsoft and .NET,978-1-4842-6436-2,"XIII, 320",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"De Tender, P. (2021)"
40,Open Data for Sustainable Community,Computational Intelligence,978-981-334-311-5,"XXIV, 299",2021,0,5,Springer Singapore,129.00,169.99,NA,NA,NA,"Sharma, N., Ghosh, S., Saha, M. (2021)"
40,Custom Fiori Applications in SAP HANA,Computer Applications,978-1-4842-6357-0,"XIV, 209",2021,0,5,Apress,24.99,NA,34.99,NA,NA,"Guerrero, S. (2021)"
40,Practical Natural Language Processing with Python,Machine Learning,978-1-4842-6245-0,"XV, 253",2021,0,5,Apress,24.99,NA,34.99,NA,NA,"Sri, M. (2021)"
40,AR and VR Using the WebXR API,Web Development,978-1-4842-6317-4,"XXIII, 328",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Baruah, R. (2021)"
40,Green Technology for Smart City and Society,Computational Intelligence,978-981-15-8217-2,"XXXII, 597",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Sharma, R. (Ed), Mishra, M. (Ed), Nayak, J. (Ed), Naik, B. (Ed), Pelusi, D. (Ed) (2021)"
40,International Conference on Mobile Computing and Sustainable Informatics,"Communications Engineering, Networks",978-3-030-49794-1,"XXI, 871",2021,0,5,Springer International Publishing,219.00,279.99,NA,NA,NA,"Raj, J. S. (Ed) (2021)"
40,Foundation Gatsby Projects,Web Development,978-1-4842-6557-4,"XIII, 428",2021,0,5,Apress,34.99,NA,44.99,NA,NA,"Biswas, N. (2021)"
40,Kubernetes,Open Source,978-1-4842-6493-5,"XIX, 231",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Martin, P. (2021)"
40,Applied Neural Networks with TensorFlow 2,Artificial Intelligence,978-1-4842-6512-3,"XIX, 295",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Yaln, O. G. (2021)"
40,Recent Advances in Computational Optimization,Computational Intelligence,978-3-030-58883-0,"X, 199",2021,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Fidanova, S. (Ed) (2021)"
40,Algorithms for Data and Computation Privacy,Privacy,978-3-030-58895-3,"XVIII, 404",2021,0,5,Springer International Publishing,109.00,139.99,NA,NA,NA,"Liu, A. X., Li, R. (2021)"
40,Hyperparameter Optimization in Machine Learning,Machine Learning,978-1-4842-6578-9,"XIX, 166",2021,0,5,Apress,24.99,NA,34.99,NA,NA,"Agrawal, T. (2021)"
40,Traefik API Gateway for Microservices,Professional Computing,978-1-4842-6375-4,"XV, 255",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Sharma, R., Mathur, A. (2021)"
40,Soft Computing Techniques and Applications,Computational Intelligence,978-981-15-7393-4,"XVI, 693",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Borah, S. (Ed), Pradhan, R. (Ed), Dey, N. (Ed), Gupta, P. (Ed) (2021)"
40,Analytic Combinatorics for Multiple Object Tracking,"Signal, Image and Speech Processing",978-3-030-61190-3,"XVI, 221",2021,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Streit, R., Angle, R. B., Efe, M. (2021)"
40,Beginning Unreal Engine 4 Blueprints Visual Scripting,Game Development,978-1-4842-6395-2,"XIII, 165",2021,0,5,Apress,24.99,NA,34.99,NA,NA,"Pv, S. (2021)"
40,Proceedings of the Fifth International Conference on Mathematics and Computing,Computational Intelligence,978-981-15-5410-0,"XIX, 270",2021,0,5,Springer Singapore,169.00,NA,219.99,NA,NA,"Giri, D. (Ed), Ho, A. T. S. (Ed), Ponnusamy, S. (Ed), Lo, N. (Ed) (2021)"
40,Machine Learning for Economics and Finance in TensorFlow 2,Artificial Intelligence,978-1-4842-6372-3,"XIII, 368",2021,0,5,Apress,34.99,NA,44.99,NA,NA,"Hull, I. (2021)"
41,Data Science and Social Research II,"Statistics for Social Sciences, Humanities, Law",978-3-030-51221-7,"IX, 394",2021,0,5,Springer International Publishing,139.00,NA,179.99,NA,NA,"Mariani, P. (Ed), Zenga, M. (Ed) (2021)"
41,Beginning Arduino Nano 33 IoT,Hardware and Maker,978-1-4842-6445-4,"IX, 187",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Kurniawan, A. (2021)"
41,Become ITIL 4 Foundation Certified in 7 Days,Computer Applications,978-1-4842-6360-0,"XXVI, 453",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Kaiser, A. K. (2021)"
41,New Developments in Unsupervised Outlier Detection,Computational Intelligence,978-981-15-9518-9,"XXI, 277",2021,0,5,Springer Singapore,129.00,169.99,NA,NA,NA,"Wang, X., Wang, X., Wilkes, M. (2021)"
41,Pro Cryptography and Cryptanalysis,Cryptology,978-1-4842-6366-2,"XXX, 556",2021,0,5,Apress,44.99,NA,59.99,NA,NA,"Mihailescu, M. I., Nita, S. L. (2021)"
41,Computational Intelligence and Machine Learning,Computational Intelligence,978-981-15-8609-5,"XI, 200",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Mandal, J. K. (Ed), Mukherjee, I. (Ed), Bakshi, S. (Ed), Chatterji, S. (Ed), Sa, P. K. (Ed) (2021)"
41,Practical Machine Learning with AWS,Machine Learning,978-1-4842-6221-4,"XVII, 241",2021,0,5,Apress,44.99,NA,59.99,NA,NA,"Singh, H. (2021)"
41,Technical Drawing for Product Design,Engineering Design,978-3-030-60853-8,"XV, 306",2021,0,5,Springer International Publishing,84.99,109.99,NA,NA,NA,"Tornincasa, S. (2021)"
41,Decision Support for Product Development,Artificial Intelligence,978-3-030-43896-8,"XII, 114",2021,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Relich, M. (2021)"
41,Tweak Your Mac Terminal,Apple and iOS,978-1-4842-6170-5,"XXI, 535",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Platt, D. (2021)"
41,Red Hat and IT Security,Systems and Data Security,978-1-4842-6433-1,"XIX, 233",2021,0,5,Apress,24.99,NA,34.99,NA,NA,"Chatterjee, R. (2021)"
41,XcalableMP PGAS Programming Language,"Programming Languages, Compilers, Interpreters",978-981-15-7682-9,"IX, 262",2021,0,5,Springer Singapore,,59.99,NA,NA,NA,"Sato, M. (Ed) (2021)"
41,Getting Started with Containers in Google Cloud Platform,Professional Computing,978-1-4842-6469-0,"XIX, 306",2021,0,5,Apress,34.99,NA,44.99,NA,NA,"Ifrah, S. (2021)"
41,Differential Evolution Algorithm with Type-2 Fuzzy Logic for Dynamic Parameter Adaptation with Application to Intelligent Control,Computational Intelligence,978-3-030-62132-2,"VII, 61",2021,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Castillo, O., Ochoa, P., Soria, J. (2021)"
41,Computational Intelligence in Digital Pedagogy,Computational Intelligence,978-981-15-8743-6,"XXIV, 293",2021,0,5,Springer Singapore,139.00,179.99,NA,NA,NA,"Deyasi, A. (Ed), Mukherjee, S. (Ed), Mukherjee, A. (Ed), Bhattacharjee, A. K. (Ed), Mondal, A. (Ed) (2021)"
41,Applications of Internet of Things,Computational Intelligence,978-981-15-6197-9,"XV, 253",2021,0,5,Springer Singapore,189.00,249.99,NA,NA,NA,"Mandal, J. K. (Ed), Mukhopadhyay, S. (Ed), Roy, A. (Ed) (2021)"
41,Environmental Perception Technology for Unmanned Systems,Robotics and Automation,978-981-15-8092-5,"XII, 252",2021,0,5,Springer Singapore,139.00,179.99,NA,NA,NA,"Bi, X. (2021)"
41,"Recent Developments in Intelligent Computing, Communication and Devices",Computational Intelligence,978-981-15-5886-3,"XVIII, 519",2021,0,5,Springer Singapore,219.00,NA,279.99,NA,NA,"WU, C. H. (Ed), PATNAIK, S. (Ed), POPENTIU VLDICESCU, F. (Ed), NAKAMATSU, K. (Ed) (2021)"
41,Practical Machine Learning in JavaScript,Artificial Intelligence,978-1-4842-6417-1,"XVI, 323",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Gerard, C. (2021)"
41,Beginning Java MVC 1.0,Professional Computing,978-1-4842-6279-5,"XVIII, 441",2021,0,5,Apress,34.99,NA,44.99,NA,NA,"Spth, P. (2021)"
42,Illustrated Computational Intelligence,Computational Intelligence,978-981-15-9588-2,"XV, 225",2021,0,5,Springer Singapore,109.00,149.99,NA,NA,NA,"Sajja, P. S. (2021)"
42,"Metaheuristic Optimization: Nature-Inspired Algorithms Swarm and Computational Intelligence, Theory and Applications",Computational Intelligence,978-3-030-61110-1,"XII, 192",2021,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Okwu, M. O., Tartibu, L. K. (2021)"
42,Building Native Web Components,Web Development,978-1-4842-5904-7,"XV, 226",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Rojas, C. (2021)"
42,"The Next Generation Vehicular Networks, Modeling, Algorithm and Applications",Computer Systems Organization and Communication Networks,978-3-030-56826-9,"XIV, 157",2021,0,5,Springer International Publishing,109.00,139.99,NA,NA,NA,"Su, Z., Hui, Y., Luan, T. H., Liu, Q., Xing, R. (2021)"
42,Cognitive Superiority,Military and Defence Studies,978-3-030-60183-6,"XXIV, 308",2021,0,5,Springer International Publishing,64.99,84.99,NA,NA,NA,"Hartley III, D. S., Jobson, K. O. (2021)"
42,Pro Microsoft Teams Development,Microsoft and .NET,978-1-4842-6363-1,"XVIII, 391",2021,0,5,Apress,39.99,NA,49.99,NA,NA,"Van Rousselt, R. (2021)"
42,Python Testing with Selenium,Python,978-1-4842-6248-1,"XXI, 170",2021,0,5,Apress,29.99,NA,37.99,NA,NA,"Raghavendra, S. (2021)"
42,Recent Advances of Hybrid Intelligent Systems Based on Soft Computing,Computational Intelligence,978-3-030-58727-7,"VIII, 341",2021,0,5,Springer International Publishing,149.00,199.99,NA,NA,NA,"Melin, P. (Ed), Castillo, O. (Ed), Kacprzyk, J. (Ed) (2021)"
42,New Perspectives in Software Engineering,Computational Intelligence,978-3-030-63328-8,"XV, 378",2021,0,5,Springer International Publishing,189.00,NA,249.99,NA,NA,"Mejia, J. (Ed), Muoz, M. (Ed), Rocha, . (Ed), Quionez, Y. (Ed) (2021)"
42,Practical Azure SQL Database for Modern Developers,Microsoft and .NET,978-1-4842-6369-3,"XXV, 326",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Mauri, D., Coriani, S., Hoffman, A., Mishra, S., Popovic, J. (2021)"
42,Soft Computing Applications,Computational Intelligence,978-3-030-51991-9,"XXXI, 438",2021,0,5,Springer International Publishing,219.00,NA,279.99,NA,NA,"Balas, V. E. (Ed), Jain, L. C. (Ed), Balas, M. M. (Ed), Shahbazova, S. N. (Ed) (2021)"
42,Digital Transformation and Human Behavior,Business Information Systems,978-3-030-47538-3,"IX, 370",2021,0,5,Springer International Publishing,129.00,NA,169.99,NA,NA,"Metallo, C. (Ed), Ferrara, M. (Ed), Lazazzara, A. (Ed), Za, S. (Ed) (2021)"
42,Data Parallel C++,"Programming Languages, Compilers, Interpreters",978-1-4842-5573-5,"XXVI, 548",2021,0,5,Apress,,NA,54.99,NA,NA,"Reinders, J., Ashbaugh, B., Brodman, J., Kinsner, M., Pennycook, J., Tian, X. (2021)"
42,Proceedings of the 11th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2019),Computational Intelligence,978-3-030-49344-8,"XV, 308",2021,0,5,Springer International Publishing,149.00,NA,199.99,NA,NA,"Abraham, A. (Ed), Jabbar, M. A. (Ed), Tiwari, S. (Ed), Jesus, I. M. S. (Ed) (2021)"
42,"Human Interaction, Emerging Technologies and Future Applications III",Biomedical Engineering and Bioengineering,978-3-030-55306-7,"XVI, 634",2021,0,5,Springer International Publishing,219.00,NA,279.99,NA,NA,"Ahram, T. (Ed), Taiar, R. (Ed), Langlois, K. (Ed), Choplin, A. (Ed) (2021)"
42,Advances in Networked-Based Information Systems,Computational Intelligence,978-3-030-57810-7,"XXXII, 611",2021,0,5,Springer International Publishing,219.00,NA,279.99,NA,NA,"Barolli, L. (Ed), Li, K. F. (Ed), Enokido, T. (Ed), Takizawa, M. (Ed) (2021)"
42,Azure SQL Revealed,Microsoft and .NET,978-1-4842-5930-6,"XXV, 501",2021,0,5,Apress,29.99,NA,37.99,NA,NA,"Ward, B. (2021)"
42,Information and Communication Technology for Intelligent Systems,Computational Intelligence,978-981-15-7061-2,"XXII, 780",2021,0,5,Springer Singapore,219.00,279.99,NA,NA,NA,"Senjyu, T. (Ed), Mahalle, P. N. (Ed), Perumal, T. (Ed), Joshi, A. (Ed) (2021)"
42,Proceedings of International Conference on Data Science and Applications,Computational Intelligence,978-981-15-7560-0,"XIII, 312",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Ray, K. (Ed), Roy, K. C. (Ed), Toshniwal, S. K. (Ed), Sharma, H. (Ed), Bandyopadhyay, A. (Ed) (2021)"
42,Interactive Process Mining in Healthcare,Health Informatics,978-3-030-53992-4,"XIV, 306",2021,0,5,Springer International Publishing,64.99,84.99,NA,NA,NA,"Fernandez-Llatas, C. (Ed) (2021)"
43,Industry 4.0 and Advanced Manufacturing,"Manufacturing, Machines, Tools, Processes",978-981-15-5688-3,"XXIII, 335",2021,0,5,Springer Singapore,219.00,279.99,NA,NA,NA,"Chakrabarti, A. (Ed), Arora, M. (Ed) (2021)"
43,Practical System Programming with C,Professional Computing,978-1-4842-6320-4,"XVII, 273",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Palakollu, S. M. (2021)"
43,"Advances in Computer, Communication and Computational Sciences",Computational Intelligence,978-981-15-4408-8,"XVIII, 1047",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Bhatia, S. K. (Ed), Tiwari, S. (Ed), Ruidan, S. (Ed), Trivedi, M. C. (Ed), Mishra, K. K. (Ed) (2021)"
43,Domain-Driven Laravel,Web Development,978-1-4842-6022-7,"XVII, 616",2021,0,5,Apress,39.99,NA,49.99,NA,NA,"Griffin, J. (2021)"
43,Fuzzy Approaches for Soft Computing and Approximate Reasoning: Theories and Applications,Computational Intelligence,978-3-030-54340-2,"XX, 297",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Lesot, M. (Ed), Marsala, C. (Ed) (2021)"
43,Practical Python Data Visualization,Python,978-1-4842-6454-6,"XV, 160",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Pajankar, A. (2021)"
43,Transactions on Engineering Technologies,Industrial and Production Engineering,978-981-15-8272-1,"X, 247",2021,0,5,Springer Singapore,169.00,219.99,NA,NA,NA,"Ao, S. (Ed), Gelman, L. (Ed), Kim, H. K. (Ed) (2021)"
43,Learn Rails 6,Web Development,978-1-4842-6025-8,"XVII, 541",2021,0,5,Apress,39.99,NA,54.99,NA,NA,"Notodikromo, A. (2021)"
43,"International Symposium on Mathematics, Quantum Theory, and Cryptography",Appl. Mathematics / Computational Methods of Engineering,978-981-15-5190-1,"XII, 274",2021,0,5,Springer Singapore,,59.99,NA,NA,NA,"Takagi, T. (Ed), Wakayama, M. (Ed), Tanaka, K. (Ed), Kunihiro, N. (Ed), Kimoto, K. (Ed), Ikematsu, Y. (Ed) (2021)"
43,Information and Communication Technology for Intelligent Systems,Computational Intelligence,978-981-15-7077-3,"XVI, 780",2021,0,5,Springer Singapore,219.00,279.99,NA,NA,NA,"Senjyu, T. (Ed), Mahalle, P. N. (Ed), Perumal, T. (Ed), Joshi, A. (Ed) (2021)"
43,Advances on Smart and Soft Computing,Computational Intelligence,978-981-15-6047-7,"XXI, 657",2021,0,5,Springer Singapore,229.00,NA,299.99,NA,NA,"Saeed, F. (Ed), Al-Hadhrami, T. (Ed), Mohammed, F. (Ed), Mohammed, E. (Ed) (2021)"
43,Data Science and Security,Data Engineering,978-981-15-5308-0,"XVII, 322",2021,0,5,Springer Singapore,189.00,249.99,NA,NA,NA,"Jat, D. S. (Ed), Shukla, S. (Ed), Unal, A. (Ed), Mishra, D. K. (Ed) (2021)"
43,"Proceedings of International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications",Computational Intelligence,978-981-15-7233-3,"XVII, 998",2021,0,5,Springer Singapore,219.00,NA,279.99,NA,NA,"Gunjan, V. K. (Ed), Zurada, J. M. (Ed) (2021)"
43,"Computational Intelligence Methods in COVID-19: Surveillance, Prevention, Prediction and Diagnosis",Computational Intelligence,978-981-15-8533-3,"XIX, 436",2021,0,5,Springer Singapore,149.00,199.99,NA,NA,NA,"Raza, K. (Ed) (2021)"
43,Recent Studies on Computational Intelligence,Computational Intelligence,978-981-15-8468-8,"XI, 122",2021,0,5,Springer Singapore,139.00,179.99,NA,NA,NA,"Khanna, A. (Ed), Singh, A. K. (Ed), Swaroop, A. (Ed) (2021)"
43,"""Smart Technologies"" for Society, State and Economy",Computational Intelligence,978-3-030-59125-0,"XXI, 1766",2021,0,5,Springer International Publishing,219.00,NA,279.99,NA,NA,"Popkova, E. G. (Ed), Sergi, B. S. (Ed) (2021)"
43,Oracle Database Transactions and Locking Revealed,Database Management,978-1-4842-6424-9,"XXVIII, 265",2021,0,5,Apress,29.99,NA,39.99,NA,NA,"Kuhn, D., Kyte, T. (2021)"
43,Recent Advances in Intuitionistic Fuzzy Logic Systems and Mathematics,Computational Intelligence,978-3-030-53928-3,"VIII, 285",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Melliani, S. (Ed), Castillo, O. (Ed) (2021)"
43,Metaheuristic and Evolutionary Computation: Algorithms and Applications,Computational Intelligence,978-981-15-7570-9,"XXIX, 820",2021,0,5,Springer Singapore,149.00,199.99,NA,NA,NA,"Malik, H. (Ed), Iqbal, A. (Ed), Joshi, P. (Ed), Agrawal, S. (Ed), Bakhsh, F. I. (Ed) (2021)"
43,Metaheuristic Computation: A Performance Perspective,Computational Intelligence,978-3-030-58099-5,"XIV, 269",2021,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Cuevas, E., Diaz, P., Camarena, O. (2021)"
44,Rising Threats in Expert Applications and Solutions,Computational Intelligence,978-981-15-6013-2,"XXI, 799",2021,0,5,Springer Singapore,229.00,NA,299.99,NA,NA,"Rathore, V. S. (Ed), Dey, N. (Ed), Piuri, V. (Ed), Babo, R. (Ed), Polkowski, Z. (Ed), Tavares, J. M. R. S. (Ed) (2021)"
44,3D Printing Architecture,Solid Construction,978-981-15-8387-2,"XVII, 127",2021,0,5,Springer Singapore,44.99,NA,59.99,NA,NA,"BAN, C., RASPALL, F. (2021)"
44,Artificial Intelligence,Asian Politics,978-981-15-6547-2,"XXI, 322",2021,0,5,Palgrave Macmillan,119.00,159.99,NA,NA,NA,", () (Ed), , () (Ed), , () (Ed), , () (Ed) (2021)"
44,Proceedings of International Conference on Trends in Computational and Cognitive Engineering,Computational Intelligence,978-981-15-5413-1,"XIII, 372",2021,0,5,Springer Singapore,149.00,NA,199.99,NA,NA,"Singh, P. (Ed), Gupta, R. K. (Ed), Ray, K. (Ed), Bandyopadhyay, A. (Ed) (2021)"
44,Patterns in Past Settlements: Geospatial Analysis of Imprints of Cultural Heritage on Landscapes,Remote Sensing/Photogrammetry,978-981-15-7465-8,"XXIII, 168",2021,0,5,Springer Singapore,139.00,179.99,NA,NA,NA,"Rajani, M. (2021)"
44,FineKinney-Based Fuzzy Multi-criteria Occupational Risk Assessment,"Quality Control, Reliability, Safety and Risk",978-3-030-52147-9,"XV, 163",2021,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Gul, M., Mete, S., Serin, F., Celik, E. (2021)"
44,Multimedia Technologies in the Internet of Things Environment,Computational Intelligence,978-981-15-7964-6,"XVIII, 208",2021,0,5,Springer Singapore,149.00,199.99,NA,NA,NA,"Kumar, R. (Ed), Sharma, R. (Ed), Pattnaik, P. K. (Ed) (2021)"
44,"Deep Learning Applications, Volume 2",Computational Intelligence,978-981-15-6758-2,"XII, 300",2021,0,5,Springer Singapore,139.00,179.99,NA,NA,NA,"Wani, M. A. (Ed), Khoshgoftaar, T. M. (Ed), Palade, V. (Ed) (2021)"
44,Innovations in Computational Intelligence and Computer Vision,Computational Intelligence,978-981-15-6066-8,"XVII, 612",2021,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Sharma, M. K. (Ed), Dhaka, V. S. (Ed), Perumal, T. (Ed), Dey, N. (Ed), Tavares, J. M. R. S. (Ed) (2021)"
44,Proceedings of the International Conference on Advanced Intelligent Systems and Informatics 2020,Computational Intelligence,978-3-030-58668-3,"XVIII, 893",2021,0,5,Springer International Publishing,189.00,NA,249.99,NA,NA,"Hassanien, A. E. (Ed), Slowik, A. (Ed), Snel, V. (Ed), El-Deeb, H. (Ed), Tolba, F. M. (Ed) (2021)"
44,Mathematical Structures of Ergodicity and Chaos in Population Dynamics,Theory of Computation,978-3-030-57677-6,"XII, 97",2021,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Mitkowski, P. J. (2021)"
